sentence,payment_label
I don’t understand how your department is run.,0.0
2019 announces you as one of the 25 lucky winners during the online Nationwide Promotion Prize Award.,0.0
cjd kkivfb anyv mm,0.0
Please contact the appropriate agency to file your report.,0.0
"DECEMBER 15, 2019 ( 3rd Sun )",0.0
"If you would be very honest and interested to handle this project ,please reply with your full name ,address ,mobile number to my Private Email: princessameeraaltaweel89765@gmail.com for more information.",0.0
I took a picture of the owner and vehicle license plate during the incident.,0.0
"As I am old and weak, I need someone I can trust to receive it and help my granddaughter start a new life.",0.0
Was this payment intended for the City of San Jose?,1.0
I will keep in touch!! PS your daughter looks exactly like you - Beautiful!,0.0
Can you please get back to me urgently if you are capable of investing,1.0
4) Do you have experience with handling multiple deadlines and tasks in a high pressure environment?,0.0
Angelica Narvaiz - Orange Coast Title Company,0.0
Thanks for the order!,0.0
"Any use, distribution, copying or disclosure by any other person is strictly prohibited.",0.0
What information do you need to process the transfer ?,1.0
His account details are stated below:,1.0
RE: Help with ACH return activity,1.0
18/01/2019 - on this day I hacked your OS and got full access to your account ray.ghasemi@sanjoseca.gov,0.0
Let me know when you are free so that i can send the beneficiary 's details,1.0
I got your contact through the United Arab Emirate's online business directory.,0.0
Product: ORPA Job Posting,0.0
"Airline response time varies, but most respond within six weeks of submission.",0.0
If you don't see the,0.0
"I found your email address from the internet after honest prayers to the LORD to bring me a helper and i decided to contact you if you may be willing and interested to handle these trust funds in good faith before anything happens to me.I am writing this mail to you with heavy sorrow in my heart, this massage mighty come to you as surprise but i chose to reach you through internet because it still remains the fastest medium of communication through this medium internet has been greatly abused.",1.0
Fwd: Secondary employment application.,0.0
clearance file lying fallow on my desk without any attention.,0.0
The attached reveiwed EnSite USA MSA has been found acceptable and is awaiting your signature.,0.0
"fixed deposit of 6,500,000.00 GBP ( Six million five hundred",1.0
Are you available ? I need you to process a financial obligation for me,1.0
undergoing treatment for cancer of the lungs.,0.0
I saved all your email and chats from your messangers.,0.0
Please print this email for your records.,0.0
presently or previously and have not received anything in return,0.0
It was a pleasure speaking with you today.,0.0
"My name is Mr.Edward Adamu,the newly appointed deputy governor CBN.This is to bring the good news to you that I have been mandated by the President Federal Republic in conjunction with the Federal Executive Council (FEC), the Senate Committee on Foreign Debts Reconciliation and Implementation Panel on Contract/inheritance/compensation",0.0
"Renews Jun 3, 2020",0.0
". If you prefer to opt-out of future messages, please visit",0.0
"Tuesday, May 21, 2019 10:00:20 AM",0.0
link below your name.,0.0
"Finance Minister,is yet to be briefed on some outstanding issues",0.0
for permit #35143 is due November 14th.,0.0
"*The total refund amount may vary based on shipping, late return, or other fees,",1.0
Date of last inspection (if applicable):,0.0
"Following my ill health(Cancer of the Lungs), my Doctor told me that I may not live longer than required due to my health condition.",0.0
"If you feel that you have received this email in error, please send an email to",0.0
Thank you for reloading your Amazon Balance.,1.0
"contract deed using attachment but am finding it difficult to attach, so i have send it via onedrive pending your signature, you should view doc using your service provider, yahoo-mail.",0.0
"from there, we can build business relationship in the nearest future.",0.0
"take a few moments of your time, either at work or at home to complete this survey",0.0
"""Agent Barr Thomas Clark""",0.0
"my clients who is now deceased, in His Will, left for someone who bears",0.0
"On Oct 24, 2019, at 11:38 AM, Crawford, Richard <Richard.Crawford@sanjoseca.gov> wrote:",0.0
PayPal Email ID PP1465 - ebe9c4b03c3da,0.0
"If you do not complete the process within the specified time frame (15 minutes), you will have to make another request to verify your email.",0.0
"San Jose, CA 95127",0.0
Request to submit an illegally parked vehicle,0.0
the depositor of the fund.,1.0
CLICK HERE TO VERIFY,0.0
I am a spyware software developer.,0.0
Indicate your acceptance by forwarding:,0.0
SJFD Accounts Payable Team,1.0
"If you have a moment please click the link to our on-line survey, and let us know how we did.",0.0
Your order is on the way,0.0
This is the favor I need when you have gotten the money :-,1.0
13831 Northwest Freeway Suite 600,0.0
Routing # 026009593; Account # 488005772586,1.0
suchrobberiesin our area with zero results!,0.0
Click below to have access to all documents on the go.,0.0
"On 8/14/18, 14:17, ""PCRecruiter Support"" <",0.0
"There are more than three neighbors, but possibly less than ten who store their trash and recycling bins every day on the curb on public parking streets adjacent to sidewalks.",0.0
"Dear CITY OF SAN JOSE,",0.0
"If you have received this communication in error, please notify us immediately by e‐mail and delete the original message.",0.0
"This may sound strange and unbelievable to you, but it is real and",0.0
in Pizza Hut surveys.,0.0
"Thank you so much, I really appreciate your kindness.",0.0
me the full information of those that are yet to receive their payments,1.0
We will have support for our students and staff at the sites where these students attended when school resumes after the Thanksgiving break.,0.0
Can you update me on this please.,0.0
I have the sum of $18.5 Million Dollars which I wish to invest with you in your company,1.0
(408) 635-2065 – Regional Wastewater Facility,0.0
Can you please follow up with these people to prevent future illegal dumping activities on my property.,0.0
I will appreciate your help in this matter.,0.0
I need you to process it immediately,0.0
Before anything you must promise me,0.0
or download our mobile app.,0.0
We're sorry the following problem was found during review,0.0
"Estate Development, Construction, Loan, Oil and Gas/Private finance of",0.0
He saw the guy running out and getting into a black car,0.0
Pay upfront then file for reimbursement.,1.0
This is confirmation that your Disney Account has been changed.,0.0
"I visited your office at 1404, Mabury Road yesterday in person and requested an expedited permit process.",0.0
"we have a few infra access , I 'll see if I can get the guys to search for the stuff you need",0.0
My name is Susan Marcanthony the owner of HAPPYDAY BOUTIQUE,0.0
"After installation, your front camera shoots video every time you masturbate, in addition, the software is synchronized with the video you choose.",0.0
Please let me know if it has progressed or updated at all.,0.0
office for final delivery clearance.,0.0
"Once the transaction is processed, I will email you a copy of your receipt and then Sgt. Tomlin will begin the staffing process.",1.0
Can you be more specific about what you need and how to get it to you?,0.0
Intending beneficiaries must have a business plan and show their capability to manage huge funds.,1.0
"Order date: Thursday 19 December, 2019",0.0
"I took photos and videos of your most passionate funs with adult content, and synchronized them in real time with the image of your camera.",0.0
access to my information on line.,1.0
Medical: Air Canada does not refund for medical reasons,1.0
Below is a screen shot of the dispute we received from your bank.,1.0
Your request will be reviewed and a time will be confirmed with you.,0.0
Be aware that all verification's and arrangement involve in this transfer has being made in your favour.,1.0
"Date : Monday, 11/4/2019 3:19:30 a.m.",0.0
"This is your Registration Code : [ E : Registration Code ) , please check it",0.0
"All necessary information, process and documentation regarding your winning prize will be treated by our claim agent once contacted by you.",1.0
The following recipient(s) cannot be reached: 4084063477@txt.att.net The message cannot be delivered due to a configuration error on the server.,0.0
Please read below instruction for download,0.0
We have recently checked our records and found that you downloaded the demo for 2V0-761 PDF.,0.0
It has been Three months since this theft was reported.,0.0
Service type: FedEx Express Saver,0.0
Attached is a list of all the open invoices for you.,1.0
I officially cancelled the Monday inspection with the call center early Friday afternoon!!!,0.0
We need there documents for a review ordered by the Board of,0.0
"Larry Ralls , CPSM , SCMP | Saudi Arabian Oil Company | Projects Procurement Department Central / Western Region &",0.0
Thank you again for your business.,0.0
at such payment post or that your fund could be delivered to you,1.0
sydneyjackson550@gmail.com with the required details listed,0.0
All behested payment filings including FPPC form 803s.,1.0
"While browsing these sites, your device's camera automatically turns on.",0.0
"To sign in, please click on the link below:",0.0
Invoice is in USD,1.0
the next three working days independent of the office of the Remitting,0.0
The most interesting moment that I have discovered are videos records where you masturbating.,0.0
"Please note : There is no unsubscribe option on this email , as it is a service message , not a marketing communication",0.0
crucial part in the Bank to have the claim released to you promptly.,1.0
that I will make the new beneficiary to my late husband's funds in,1.0
If you have new insurance information we can look into it on your behalf.,0.0
"Thank you for your assistance,",0.0
You are to reconfirm your full name and address to to enable us start the process for the release and delivery.,0.0
connected to this money thus I am compelled to request for your,1.0
"If I do not receive from you the specified amount, then your device will be locked, and all your contacts will receive a screenshots with your ""enjoys"".",1.0
This isa public records request for the following documentspertaining tomember of the Library Commission David Cohen.,0.0
This is from a trusted sender.,0.0
You may also contact us at:,0.0
upload / distribute list,0.0
"Please let me know your thoughts, So I can send you few samples & the cost of the list.",1.0
User are you in the office?I need you to handle a payment for me today,1.0
Prepare general correspondence for the Director,0.0
Can you do this before wire cut off time and what are the charges ?,1.0
The tree has to complete the posting period before we issue the permit for removal.,0.0
I want to get a sale done quickly although as the loss is essentially a shareholder loan it can also be used to reduce personal taxes for the directors and owners of the firm.,1.0
"After a serious thought i decided to contact you because i know you were not told the truth from the beginning of this claim, that is why you have not been able to receive your over due payment.",1.0
"Staff Specialist, Amy Barnwell, Department of Parks Recreation and Neighborhood Services",0.0
Did you get my email Yesterday ? kindly advise I will like you to carry on with some financial obligations for me today,1.0
"Attach supporting documentation as outlined by the airline’s requirements, above",0.0
Address = 4453 N First Street Lobby,0.0
Sent from my Verizon Wireless 4G LTE smartphone,0.0
"urgent tree removal request 621 Arrowhead dr, San Jose",0.0
along with the check back to us at,0.0
Could you please tell me if this should be changed?,0.0
"TECHNOLOGY ENTERTAINMENT CORP., LTD",0.0
The attached housing report that was completed by your hotel indicates a commission is due in the amount of $,1.0
If you have any questions please contact:,0.0
your contact information you have with us to avoid missing out on the contract bids,0.0
Would it be possible with our current turnaround time for invoices to bill us for postage instead?,1.0
Remaining and additional files,0.0
Someone from Flames restaurant or your offices evidently attempted to make an online purchase I will call in the morning.,1.0
reply by e-mail: unitedschemedept@gmail.com,0.0
Sent from my Samsung Galaxy smartphone.,0.0
"Special Agent, Inspector Sydney Jackson to claim your",1.0
"If the link above is not working, copy and paste the URL below into your browser:",0.0
"My late master Muammar Gaddafi, the deposed leader of our country, died on 20 October 2011 during the Battle of Sirte.",0.0
"I am looking to work with a reputable individual/firm to engage in a profit oriented ventures in your country and perhaps with your assistance, we could get low tax rates.",1.0
I'm following up on this note to determine what the problem is.,0.0
"Also, ensuing from these funds, we are able to provide cash backed Bank Guarantees under Leased Finance for advanced stage projects requiring such support.",1.0
"Address : 3922 Woodcreek Lane, San Jose 95117",0.0
Comcast respects your privacy.,0.0
I sent my application in about a week ago and just called to check on the status.,0.0
You have received a refund,1.0
I received this email contact after contacting the San Jose Permit center to contact you the Code Enforcement Division.,0.0
(1) Your full names :===================================,0.0
above Change of Account.,0.0
"From REV ERNEST C. EBI,",0.0
You can email or call me at 408-409-6260.,0.0
The content of this email is confidential and intended for the recipient specified in message only.,0.0
Give us a chance to prove ourselves!!!,0.0
We’ll send another email when your balance is successfully updated.,1.0
"Also, could you please send me a list of any recommended or approved tree removal companies.",0.0
Thank you for your order for Business Database,0.0
Your problem list(what your provider has diagnosed as your medical issues),0.0
"Note, for safety purpose, you are advise to contact the financial officer with your winning details as follow: Winning Number: 460890999KWQ.",1.0
"Business Cell Phone (if provided by San Jose Parks, Recreation & Neighborhood Services)",0.0
May I come to your offices to get a permit?,0.0
Would you kindly assist me with this?,0.0
of the Administration of Estates Act of 1925 (with subsequent,0.0
I want this money to be share to the next privileged since I do not have a child to inherit the money and my late husband relatives all are non believers and I don't want my husband's hand earn money to be used in an ungodly ways.,1.0
"If you can not view this poster, install Adobe Reader.",0.0
My bitcoin address is: 1KDnUbAHkxb57RYjJufdmjYF9F4vFWjm5m,1.0
NB: You are advised to stop further dealings with any of your,0.0
"190904 -AAAE/InterVistas Parking & Landside Mgmt Workshop - Mr. Michael Winans, ACE",0.0
logging into your account,0.0
"Thank you for any help you can give, Lance.",0.0
"Available until Jan 19, 2020",0.0
All these are cooked up Stories from impostors,0.0
"If we are unable to find any items that match the description of your reported lost item within 30 days of your report, we will send you an email advising you that our search was unsuccessful and your report will be closedIf within the next few days you need to update your lost item report or have additional information to provide, such as a serial number, please log in and edit your lost item report through the",0.0
Monthly Maintenance for July 2019.Please remit payment at your earliest convenience or contact us if you have any questions or need additional information.,1.0
I need you to manage a high priority operation with my Attorney Thomas King,0.0
Submission deadline for San Jose Police Activities League's 11/01/2019 pay date is 10/30/2019 10:00a.,1.0
I look forward to your response.,0.0
This one is in the Jun folder and should be personal.,0.0
. Our Customer Service Representatives are happy to help.,0.0
My bitcoin address (BTC Wallet) is: 3QrWXuLLFU9DXPaXq1x6fWmdGB7hYdn2Te,1.0
The amount of time to wait for our deposit to be returned is beyond the time frame we were told with any of the forms of payment.,1.0
"Dear Christopher T Singh,",0.0
how the staff of the remitting bank has been taking advantage,1.0
"San Francisco, CA 94124",0.0
24 Hour Line - 866-802-8572,0.0
It is my plan therefore to present you as a relative to my late,0.0
"invoice, SINS008859, and that is on schedule for payment by the 19",1.0
"Gas companies, Bio-energy, Automobile/ Aviation Companies,",0.0
"Santa Clara, CA 95050",0.0
"My investor can fund your organization or finance your project 100% and this can be inform of contribution in cash or according to your wishes for your project anywhere in the world, especially in, Turkey, U.A.E. Saudi Arabia Germany, India, US, Australia, Canada, China, etc.",1.0
Do accept my sincere apologies if my mail does not meet your personal,0.0
I have been trying to schedule the inspection with little success.,0.0
"Dear Mr. Karl Vangastel,",0.0
"Will you update the org chart to reflect Shawn reporting to Jake, please?",0.0
I am reaching out to you because we have been going through our records and have noticed that you are almost due for your yearly eye exam.,1.0
"Staff Specialist-City of San Jose, Department of Finance",0.0
Seconds count — save time with myAT&T.,0.0
"But, we have a great solution for your website.",0.0
"Please copy the link to the browser and save it, the link is valid in one week.",0.0
"Before we can issue certificates for San Jose International Airport, you need to approve the request by completing the automated organization verification step.",0.0
You can download the file,0.0
If you require our bank details please reply to this email and reach out to me or any team member in our accounts receivable team at,0.0
I decided to contact you for assistance and distribution of my inheritance after going through your profile.,1.0
"Provide your full name,telephone number,identity card and your home",0.0
I will stop here.,0.0
Please let me know if I need to submit any additional information.,0.0
"with the immediate past Finance Minister, who I worked with until",0.0
"Dear Ms. Jaine Davies,",0.0
"At 9:30 A.M., today (August 9, 2019), I witnessed two individuals, one adult, Hispanic female and a 17 year old Hispanic male, openly smoking Meth or Marijuana with their drug paraphernalia in their hands.",0.0
"When replying, please make sure that the ticket ID is kept in the subject so that we can track your replies.",0.0
has applied for admission to,0.0
BTW : I noticed on FaceBook the loss of your family pet fluffy,0.0
"I am aware that by law, they are only acceptable on the street up to 24 hours before the day of trash pickup.",0.0
-FF/PM Dustin Reich E5C #1043,0.0
"NOTICE: This E-mail (including attachments) is covered by the Electronic Communication Privacy Acts, 18 U.S.C Sec 2510-2521, is confidential and may be legally privileged.",0.0
"San Jose, CA 95113",0.0
"Should you require actual hard copies of the attached scanned documents, please let me know and I will post them immediately.",0.0
PLEASE LET ME KNOW IF I SHOULD BY CONFIRMING THIS MAIL.,0.0
"If you placed your order online, you can change it or view your invoice by logging in to your account at",0.0
Could you please email them to me for a quick review ?,0.0
"1 85748 GARCHING NEAR MUNICH, in view of the non-provision of a",0.0
I looking forward to reading from you.,0.0
"Using access to your account, it turned out to be easy to infect the OS of your device.",0.0
rate of 2% for an utmost duration of 25 years.,1.0
"Please process a wire transfer payment in the amount of $ 250,000 and code to ' admin expenses ' by COB today",1.0
This is a courtesy email letting you know that your unit an belongings inside are eligible for our Auction.,0.0
"200 E Santa Clara Street, 12",0.0
your ATM daily withdrawal.,1.0
Subject: Your Amazon verification code,0.0
which my Board Directors are not aware of and will never be aware,0.0
am in a meeting i won't be able to pick up calls.,0.0
"On Nov 15, 2019, at 2:49 PM, Margaret Flores <",0.0
"United States dollar bills worth over US$ 10.5 Million dollars,",1.0
"information to yours, so that if i die anytime, the situation",0.0
"The deadline to submit your evaluation of Maria Maguire is September 17, 2019",0.0
Presently this money is still in the custody of the Bank in Burkina Faso.,1.0
The bill amount listed below does not include payments made after the bill period ended.,1.0
The details are below,0.0
So why making payment to us,1.0
"- This email is for use by the intended recipient(s) and might contain privileged, confidential or copyrighted information.",0.0
"His great philanthropy earned him numerous awards during his life time,",0.0
Thank you again for the reminder!,0.0
"Thursday, June 6, 2019 3:39 PM",0.0
Beneficiary Name : Mateusz Morawiecki,1.0
Your credit card is only charged on the day of your catering event.,1.0
I am seeking your assistance to retrieve the sum of Forty Million Dollars consisting of two consignment boxes.,1.0
"For your records, here is a copy of the information you submitted to us...",0.0
"Sent via the Samsung Galaxy S7, an AT&T 4G LTE smartphone",0.0
Below is the Financial Officer contact details.,0.0
"Re: urgent tree removal request 621 Arrowhead dr, San Jose",0.0
Air Canada accepts ECR requests for the following reasons:,0.0
At night time there are cars stop by his truck for minutes with the light off.,0.0
"If you are not familiar with this, I will explain.",0.0
On my way can you printdoublesided please need it to be one page,0.0
How I made it:,0.0
If you have a good project that need,0.0
Might have been on GLX AMEX and is not to be expensed by company.,0.0
"To file for your claim,please contact our/your fiduciary agent below.",1.0
Please ensure that payment is made as per the due date to guarantee your access to this information and the meeting selection process on the client portal.,1.0
Our company is assisting some of the African leaders and politicians to move out fund and valuables through our special diplomatic arrangements .,1.0
Direct Line : 408-534-2900,0.0
QVS 3OUT 3PRONG EXT CRD10'BK,0.0
BANK NAME : INDUSTRIAL AND COMMERCIAL BANK OF CHINA,1.0
"If this is your first time accessing the Evaluator Portal, you will need to create an account.",0.0
Help with ACH return activity,1.0
If you need anything else please let me know.,0.0
Can you please forward these documents to any of our pertinent insurers today?,0.0
"Agreed, you have paid a lot, if you stop now, will you get that money back?",1.0
current position which I still maintain within the Ministry as,0.0
"I am Lawrence Pierre , financial assistant to late Jeffrey Epstein Financier owner, an American billionaire who died recently in new York prison.",1.0
the public announcement is made in the next few week,0.0
consignment was not declared but assumed approximately 10 Million,1.0
"If you are organized and honest, you can make three hundred dollars (Five hundred) a week, as a business assistant",1.0
95864 filed an application contrary to your,0.0
"To startreceiving your restitution benefits, contact the (Law Firm) at:consultantslawfirmsmailbox@rediffmail.com    Note that all entries mustbe claimed no later than 25th of November, 2019.",1.0
Head of the Investment Management Unit,0.0
instalment for the NG Oil & Gas US summit.,0.0
"Dear Sir / Madam,",0.0
Please let us know if you have any questions.,0.0
I can't seem to find my parking receipt.,0.0
The account shown below has been enabled for a password reset per your request.,0.0
Please contact me if you have any questions or concerns.,0.0
"Finally, I will give you 25% for your corporation.",1.0
"I submitted the application today, so I should be receiving my paramedic card (and forwarding you a copy) by the end of the month.",0.0
Gaddafi was found hiding in a culvert west of Sirte and captured by National Transitional Council forces.,0.0
Contact me via my email: theresacole001@gmail.com,0.0
We also work closely with the Union City Police Department to ensure that our schools are as safe as they can be.,0.0
"San Jose, CA 95123.",0.0
"Friday, December 6, 2019 8:54 AM",0.0
"Certificate of Insurance as set out and agreed to in Exhibit ""B"" of the Master Contract (a sample copy of which is attached);",0.0
I would like to follow up with you regarding payment for invoice 20343.,1.0
Kindly get back to me for more info.,0.0
0.4 RDNS_DYNAMIC Delivered to internal network by host with,0.0
"for security reasons and confidentiality of this transaction, we demand that you should not expose this proposal and the entire transaction to anybody.",1.0
"Since I am not an expert regarding the above matter, I have ended up hiring an architect to work effectively with you.",0.0
This e-mail is private and confidential and may contain privileged information.,0.0
Please click the button below to finish resetting your password.,0.0
The essential duties of this position include:,0.0
7840 North Sam Houston Pkwy W Ste #300,0.0
A summary of youronlinemembership transaction(s) is shown below.,1.0
weBoost Drive 4G-X OTR 470210 Cell Phone Signal Booster Trucker Kit - This In-Vehicle Truck Signal Booster Improves 4G LTE Cell Signals,0.0
benefited from this 5.5 Million GBP Scammed Victim Compensated,1.0
City of San José Retirement Services,0.0
You are advised to forward the above details to the below contact for processing.,0.0
Your fantasy is shifted far away from the normal course!,0.0
Plan: Small Office - 22 October 2019 - 22 November 2019,0.0
Replies to this message are undeliverable.,0.0
"532 N Shepherd Dr, Houston, TX 77091, USA",0.0
with you upon your positive response to my email.,0.0
Thank you janine for your interest in our newsletter!,0.0
You can check the status of your order by,0.0
Leon - Are you available ? I need you to do something for me,0.0
I received a bill for $302.00 for 2 items (Citation #T1901265):,1.0
SERVICE PROVIDED: NGS QUOTE #1554 SJ - PERFORMED YEARLY INSPECTION OF CNG METHANE DETECTOR.,0.0
your fund to INTO,1.0
I urge you to come forward since I can,0.0
"1521 Hermocilla Way, San Jose, CA 95116",0.0
Let me know if you can get this done right now,0.0
An Employee Owned Company,0.0
Are you available this week for a call to discuss this further?,0.0
"-Working capital needs in a perfect world around 1,200,000-1,500,000USD per year for 3 years for team of 4-5, including office rent, research, Bloomberg and Reuters terminals, IT, HR, finance and accounting, compliance, IR , CRM and marketing budget, disaster recovery, salaries, pensions and social charges.",1.0
Sent from my Ipad,0.0
: 4380 Moorpark Ave.,0.0
We will attempt to deliver your parcel again once we have the correct ȧԀԀress.,0.0
Someone made a charge on the card today according to security at our credit card company.,1.0
late Scott Kennedy made you a beneficiary to his will.He left the sum of,1.0
2018 Costco Wholesale Corporation.,0.0
know also i would prefer to call you but ca n't receive or call at the moment with my line,0.0
Claim Agent with contact details below.,1.0
This auto reply email is to inform you that we have received your order.,0.0
"Please print out the attached paperwork to bring with you, along with a photo ID.",0.0
"When my late husband was alive he deposited the sum of $4.5 Million in a bank here in Cote d’Ivoire ,so Recently my DOCTOR told me that I would not last for more time due to cancer problem.",1.0
"Note that the above fund has been cleared from terrorist or fraud related activities and we guarantee delivery of these funds as good, clean, cleared fund of non-criminal origin.",1.0
"Credit Commission London, UK.",0.0
"We want to inform you that the International Monetary Fund authorized our bank to release your overdue contract inheritance payment fund amounted $5million to you, Though the fund originated from west Africa precisely Nigeria but from all the indications, the people in charge of your payment back in Africa failed woefully to release your fund to you after all your effort to claim it thus, The IMF and UN decided to hand your fund over to our bank here in the states so it can be paid to you via bank to bank wire or online banking depending the method of payment preferable to you.",1.0
"I am Mrs. Lady Blair, a 79 year old widow.",0.0
Please see the email below the correspondence between you and I.,0.0
"Despite attaching a travel note to the p-card, Luis Gomez’s card was declined at times, so be sure to have some other means of payment with you and we will reimburse you in a timely manner.",1.0
We appreciate your support in this process.,0.0
well note that all that have been put to a stop as the federal government of,0.0
I called both numbers and they were for Ashley Sloan at Jpm Chase and Ashley Sloan.,0.0
Here is some additinal information from the letter I received today.,0.0
"San José, CA 95113-1905",0.0
"Our recruitment program is now open for international applicants and We intend to invite experienced individuals in various fields of medical department,for those that are willing to work and relocate to (Quebec Canada), Should submit their Resume/Cv via email: (careers@geo-hospital.com)",0.0
You may login to your account from your iPad or iPhone mobile device.,0.0
Get back to me as soon as possible For more details about the funds.,1.0
You are therefore advised to send the following information to the,0.0
"The only money I paid after I met Barrister Mark Edward was just $350usd for the paper works, take note of that.",1.0
"From: ""Lasek, Jessica"" <jessica.lasek@sanjoseca.gov>",0.0
"If you have any questions regarding this request, please contact me via email using the email address stated above.",0.0
Looking forward to your response.,0.0
Please review it for accuracy and remit payment at your earliest convenience.,1.0
"I an having difficulties in scheduling for a Final Inspection for my project at 1460 Wabash, Alviso.",0.0
It may surprise you to receive this letter from me as there has been no previous correspondence between us.,0.0
Note you might receive this message in your inbox or spam or junk,0.0
My colleague William have sent the product to your email:,0.0
"Good afternoon, Mr. Drobny:",0.0
American Association of Airport Executives,0.0
Explanation of Hearing process,0.0
This is a courtesy note to thank you for allowing us to assist with your security needs in San Jose recently.,0.0
I have others that can add after that also one for $350mn and one for $500mn potentially and many smaller tickets of $10-30mn,1.0
urgency and expediency required.,0.0
I was wondering if anyone has checked the lost and found in your area.,0.0
With the investment I have one investor who has told me they can double so immediately the business has significant $ income per year in management fee income from outside clients and a further 100-150mn under management.,1.0
"This is a part time job opportunity that will not interfere with your present job or other business commitment and offers competitive salary and commissions, If interested kindly contact for more information",1.0
You're receiving this because you are a registered user of SOS.,0.0
Distribution of this information to any otherparty is strictly prohibited.,0.0
Please think this over and should,0.0
Subscription confirmation for All Access Subscription,0.0
"Copyright@Samsung Electronics Co., Ltd All rights reserved",0.0
"Charles Drobny, thank you for choosing FORTUNE Magazine.",0.0
Please provide me with a date of when I may expect a refund of ourdeposit for the event on 10/19/2019.,1.0
"Houston , TX 77081",0.0
Just click the link below and this message and all future messages from you will be delivered directly into the users inbox and you will not receive this notification again.,0.0
Please accept our sincere apology for any inconvenience this matter may have caused you.,0.0
How frequently is the property inspected by the fire department?,0.0
COE is scheduled to be om 12/18 so it is around the corner!,0.0
Right now we are facing a $26K overdraft at Cadence over all this if the wire is not processed!!!,1.0
Why your antivirus did not detect malware?,0.0
copies according to FDA Guidelines.,0.0
"For questions about this list, please contact:",0.0
"We’ve been doing well with you reading, checking and then telling me what to sign.",0.0
200 E Santa Clara Street,0.0
"Attn: BeneficiaryREF: FLP-IP/2422-FM10089/0877RE: Internet Crime Victim Restitution INTENDED ONLY FOR: (VICTIM,S EMAIL) Our records indicate that you are eligible to receive restitution forone or more of the internet fraud schemes you,ve been a victim of.",0.0
Executor for the estate of Katharine Willard,0.0
You will receive a fully executed PDF copy of same from DocuSign after the document has been executed by all parties.,0.0
"To see all the transaction details, please log into your PayPal account.",1.0
"Thousand US Dollars) and a ""2019 Mercedes-Benz GLE 450"".",1.0
"However, the Accounting office at City of San Jose would need a refund receipt as back up document.",1.0
There is a truck park right in front of my house for a very long time that I need you guy help to move.,0.0
"Here is the credit card authorization link for Joe Grey, check in 11/13.",1.0
Please submit your pay info as soon as you can.,1.0
"If no changes are necessary , please sign and return to",0.0
"Each of the boxes contains $20M and for your help I am ready to release 40% to you, for security reasons the consignment was registered to be CONFIDENTIAL DIPLOMATIC DOCUMENTS and I can explain why it was declared so.",1.0
All I have left now is my granddaughter and this life savings outside Aleppo.,0.0
The San JoseDepartment of Transportation’s (DOT).,0.0
"December 17, 2019 at 8:05:50 AM EST",0.0
"Sir, we wrote to inquire from you if you send Mr. Raymond Knorr who claimed to be your partner to our office, who has applied for the release of your contract funds to him.",1.0
Attached are the documents requested along with my resume.,0.0
If you wish to cancel,0.0
I did not receive a reply I did not receive a reply message from you in reference to my email I know verbally told me you got it but I wanted to know if there was any chance of would I have disgusting email about having possibly an alert go out for my wife can you please respond to this email I would really appreciate it thank you very much,0.0
I believe there was an error that I incorrectly inputted regarding my education.,0.0
My name is Eglantin,0.0
"If you are not the intended recipient, please notify the sender by reply email and permanently delete this message and its attachments.",0.0
Dearest Beloved One in the Lord.,0.0
"Kennedy ,I hereby attempt to reach you again.",0.0
Be the change you wish to see in the world.,0.0
Hello this is irais.,0.0
"If you are not the named addressee you must not disseminate, distribute or copy this e-mail.",0.0
"However, we didn’t send it.",0.0
Date: 5/16/19 3:06 PM (GMT-06:00),0.0
Please feel free to contact us.,0.0
"Placed on Thursday, June 14, 2018",0.0
Dear CITY OF SAN JOSE:,0.0
Are you busy ? i need you to process a wire transfer for me today,1.0
I need your help to make an appointment for my TB test.,0.0
This money is still with the bank i want you to help me to get this fund transfer to your account while i continue my education which stopped due to the death of my father and mother.,1.0
"With utmost felicitation, We are pleased to announce to you the official publication of results of the E-mail Electronic Online Sweepstakes Organized by MasterCard Inc®, in conjunction with the foundation for the promotion of MasterCard/Visa Card products(F.P.S), the Credit Card Lottery Promo held on July 2019, we wish to congratulate you for being among the twelve (12) lucky winners in the on-going online promo, where you (through an electronic e-mail database random selection) emerged as one of the twelve lucky(12) winners.",1.0
minded people thereby making it difficult for people with genuine,0.0
Parking here is very limited here.,0.0
"(I sent this email once already, but I made a word typo in the other email so I corrected the typo here. )",0.0
I would bring people from outside or internally and or use internal resources if possible to save money.,1.0
"HUSBANDS & ASSOCIATES, INC.",0.0
"From the moment you read this letter, after 60 hours, all your contacts on this email box and in your instant messengers will receive these clips and files with your correspondence.",0.0
"Your payment will be listed as ""Pending"" in the ""View Payments"" tab.",1.0
The neighbors in the house behindus on Phoenix Rd are known to steal bikes and lock them up here.,0.0
download the free app,0.0
. Please note that this message and attachment were sent to the buyer and A/P email addresses.,0.0
"PROFESSIONAL SERVICE AMOUNT : $ 20,987.55 USD",1.0
"Attached is copy of invoice, address is listed at the top and be sure to include copy with return.",0.0
Your current service is shown along with your account information.,0.0
More recent payments are shown in the current balance in the,1.0
1-800-457-3728 (US & Canada) |+1.916.687.6556,0.0
"If you are not an intended recipient of this email, please notify the sender by return email and delete this email.",1.0
Where else am I supposed to park?,0.0
© 2019 Freepik Company S.L. All rights reserved.,0.0
I am a Lawyer by profession,0.0
Please see the attached picture of the violation.,0.0
